family,j,seed,gamma_z,gamma_z1,board,label,mechanism_description,outside_density,predictor,auc,D,logloss,logloss_margin_over_N1,precision_at_32,ceiling_full,ceiling_block,regrown_share_full,regrown_share_block,M_real,n_ge,n_shuffles,n_deg,n_valid_shuffles,p_S,p_P,p_P_rowcol,lambda_ko,lambda_full,lambda_block,auc_other_59,auc_fixed_lambda1,p_P_fixed_lambda1
No,3,90123,2.0,0.0,z',G,orthogonal (rule #2.1's ceiling_full = 0.4902 < 0.90),0.24056717135304012,N1,0.4560546875,0.0,0.7579442445403592,0.0,0.4375,0.45703125,0.5,,,0.0,99,99,0,99,1.0,0.724,0.9997,,,,0.47413793103448276,,
No,4,90124,2.0,0.0,z',G,orthogonal (rule #2.1's ceiling_full = 0.4751 < 0.90),0.23720259552992068,rule #2.1,0.48046875,-0.002683587389352149,1.077905301261949,-0.34602815383248353,0.5,0.47509765625,1.0,,-0.0390625,-0.0244140625,95,99,0,99,0.96,0.6047,0.6065,1.0,1.0,1.0,0.5045977011494253,0.48046875,0.6047
No,4,90124,2.0,0.0,z',G,orthogonal (rule #2.1's ceiling_full = 0.4751 < 0.90),0.23720259552992068,BF_1,0.4873046875,-0.01076739409152544,0.9928288602497838,-0.26095171282031826,0.5,0.484375,1.0,,-0.025390625,-0.017578125,99,99,0,99,1.0,0.5696,0.5733,1.0,1.0,1.0,0.506896551724138,0.4873046875,0.5696
No,4,90124,2.0,0.0,z',G,orthogonal (rule #2.1's ceiling_full = 0.4751 < 0.90),0.23720259552992068,BF_2,0.4794921875,-0.03870993539428019,0.9015594447990498,-0.1696822973695843,0.5,0.8505859375,1.0,-0.0584958217270195,-0.041015625,-0.025390625,98,99,0,99,0.99,0.6133,0.6139,3.0,3.0,1.0,0.503448275862069,0.4921875,0.5433
No,4,90124,2.0,0.0,z',G,orthogonal (rule #2.1's ceiling_full = 0.4751 < 0.90),0.23720259552992068,BF_3,0.4990234375,8.375248693659465e-05,0.9007407464561258,-0.16886359902666026,0.53125,0.8583984375,1.0,-0.0027247956403269754,-0.001953125,-0.005859375,99,99,0,99,1.0,0.51,0.5104,3.0,3.0,1.0,0.5252873563218391,0.4892578125,0.5649
No,4,90124,2.0,0.0,z',G,orthogonal (rule #2.1's ceiling_full = 0.4751 < 0.90),0.23720259552992068,BF_4,0.50390625,-0.010865794354529279,0.9049304166556367,-0.17305326922617115,0.5,0.9208984375,1.0,0.009280742459396751,0.0078125,-0.0009765625,99,99,0,99,1.0,0.4796,0.4819,3.0,3.0,1.0,0.5241379310344828,0.4990234375,0.5071
No,4,90124,2.0,0.0,z',G,orthogonal (rule #2.1's ceiling_full = 0.4751 < 0.90),0.23720259552992068,N1,0.5048828125,0.0,0.7318771474294655,0.0,0.5,0.5,0.5,,,0.0,99,99,0,99,1.0,0.4743,0.3593,,,,0.524712643678161,,
W,0,90130,1.5,2.5,z,W,,0.28791155972122084,rule #2.1,0.50341796875,0.09005473997983637,1.134245135747947,-0.41161980444253543,0.5,0.517578125,1.0,0.19444444444444445,0.0068359375,0.00146484375,49,99,0,99,0.5,0.4939,0.4847,1.0,1.0,1.0,0.5040509259259259,0.50341796875,0.4939
W,0,90130,1.5,2.5,z,W,,0.28791155972122084,BF_1,0.515625,0.14722299693991409,1.0327649558499576,-0.310139624544546,0.5,0.5146484375,1.0,1.0666666666666667,0.03125,0.013671875,0,99,0,99,0.01,0.4296,0.4225,1.0,1.0,1.0,0.5138888888888888,0.515625,0.4296
W,0,90130,1.5,2.5,z,W,,0.28791155972122084,BF_2,0.7451171875,2.1242225832147685,0.7613628678164229,-0.038737536511011306,0.5,0.888671875,1.0,0.6306532663316583,0.490234375,0.2431640625,0,99,0,99,0.01,0.0004,0.0018,1.0,1.0,1.0,0.7534722222222222,0.7451171875,0.0004
W,0,90130,1.5,2.5,z,W,,0.28791155972122084,BF_3,0.6845703125,1.7317393527806129,0.9116655471604982,-0.18904021585508657,0.5,0.94140625,1.0,0.41814159292035397,0.369140625,0.1826171875,0,99,0,99,0.01,0.0046,0.0123,1.0,1.0,1.0,0.6898148148148148,0.6845703125,0.0046
W,0,90130,1.5,2.5,z,W,,0.28791155972122084,BF_4,0.689453125,1.9351751660722172,0.913084513144222,-0.1904591818388104,0.53125,0.9892578125,1.0,0.3872255489021956,0.37890625,0.1875,0,99,0,99,0.01,0.0028,0.0089,1.0,1.0,1.0,0.6979166666666666,0.689453125,0.0028
W,0,90130,1.5,2.5,z,W,,0.28791155972122084,N1,0.501953125,0.0,0.7226253313054116,0.0,0.46875,0.501953125,0.5,1.0,,0.0,99,99,0,99,1.0,0.4875,0.4632,,,,0.4710648148148148,,
W,1,90131,1.5,2.5,z,W,,0.2929584234559,rule #2.1,0.53125,0.10760821715270164,1.0711701862094227,-0.3604436105019053,0.5,0.5341796875,1.0,0.9142857142857143,0.0625,-0.0361328125,98,99,0,99,0.99,0.3426,0.3459,1.0,1.0,1.0,0.5138888888888888,0.53125,0.3426
W,1,90131,1.5,2.5,z,W,,0.2929584234559,BF_1,0.53515625,0.15278281618069026,1.0045744322320616,-0.29384785652454415,0.5,0.533203125,1.0,1.0588235294117647,0.0703125,-0.0322265625,99,99,0,99,1.0,0.3187,0.328,1.0,1.0,1.0,0.5266203703703703,0.53515625,0.3187
W,1,90131,1.5,2.5,z,W,,0.2929584234559,BF_2,0.7294921875,1.9017855681081826,0.7475439392859999,-0.03681736357848253,0.53125,0.8662109375,1.0,0.6266666666666667,0.458984375,0.162109375,0,99,0,99,0.01,0.0007,0.0025,1.0,1.0,1.0,0.7349537037037037,0.7294921875,0.0007
W,1,90131,1.5,2.5,z,W,,0.2929584234559,BF_3,0.6953125,1.7780867735607857,0.8321605614320873,-0.12143398572456987,0.5625,0.927734375,1.0,0.45662100456621,0.390625,0.1279296875,0,99,0,99,0.01,0.0036,0.0081,1.0,1.0,1.0,0.7175925925925926,0.6953125,0.0036
W,1,90131,1.5,2.5,z,W,,0.2929584234559,BF_4,0.677734375,1.7237700092032089,0.8930957034673448,-0.1823691277598274,0.53125,0.9853515625,1.0,0.36619718309859156,0.35546875,0.1103515625,0,99,0,99,0.01,0.0069,0.015,1.0,1.0,1.0,0.6863425925925926,0.677734375,0.0069
W,1,90131,1.5,2.5,z,W,,0.2929584234559,N1,0.5673828125,2.7755575615628914e-17,0.7107265757075174,0.0,0.5625,0.564453125,0.5,1.0454545454545454,,0.0,99,99,0,99,1.0,0.1763,0.0001,,,,0.5341435185185185,,
W,2,90132,1.5,2.5,z,W,,0.29175678923335735,rule #2.1,0.5224609375,0.2020907951381411,1.1530278978843864,-0.4357715327511703,0.5,0.5244140625,1.0,0.92,0.044921875,0.0224609375,2,99,0,99,0.03,0.3845,0.397,1.0,1.0,1.0,0.5150462962962963,0.5224609375,0.3845
W,2,90132,1.5,2.5,z,W,,0.29175678923335735,BF_1,0.5205078125,0.2494373315335338,1.0396556582528402,-0.3223992931196241,0.5,0.521484375,1.0,0.9545454545454546,0.041015625,0.0205078125,0,99,0,99,0.01,0.3965,0.4065,1.0,1.0,1.0,0.5104166666666666,0.5205078125,0.3965
W,2,90132,1.5,2.5,z,W,,0.29175678923335735,BF_2,0.7333984375,1.8050130133632207,0.8134466953449728,-0.09619033021175671,0.5,0.8603515625,1.0,0.6476964769647696,0.466796875,0.2333984375,0,99,0,99,0.01,0.0007,0.0023,1.0,1.0,1.0,0.7395833333333334,0.7333984375,0.0007
W,2,90132,1.5,2.5,z,W,,0.29175678923335735,BF_3,0.7041015625,1.5620301839086994,0.8842420369181604,-0.16698567178494428,0.5,0.9443359375,1.0,0.4593406593406593,0.408203125,0.2041015625,0,99,0,99,0.01,0.0025,0.0074,1.0,1.0,1.0,0.7071759259259259,0.7041015625,0.0025
W,2,90132,1.5,2.5,z,W,,0.29175678923335735,BF_4,0.681640625,1.5641047756141777,0.8925110907520188,-0.17525472561880273,0.5,0.9814453125,1.0,0.3772819472616633,0.36328125,0.181640625,0,99,0,99,0.01,0.0054,0.0138,1.0,1.0,1.0,0.6828703703703703,0.681640625,0.0054
W,2,90132,1.5,2.5,z,W,,0.29175678923335735,N1,0.5,5.551115123125783e-17,0.7172563651332161,0.0,0.5,0.498046875,0.5,,,0.0,99,99,0,99,1.0,0.5055,0.5126,,,,0.5150462962962963,,
W,3,90133,1.5,2.5,z,W,,0.2867099254986782,rule #2.1,0.51904296875,0.07912454091190302,1.0299607550093106,-0.30350915550595103,0.5,0.52734375,1.0,0.6964285714285714,0.0380859375,0.04248046875,2,99,0,99,0.03,0.4029,0.4069,1.0,1.0,1.0,0.5457175925925926,0.51904296875,0.4029
W,3,90133,1.5,2.5,z,W,,0.2867099254986782,BF_1,0.5185546875,0.09498262411469927,0.9496968880126688,-0.22324528850930925,0.5,0.5234375,1.0,0.7916666666666666,0.037109375,0.0419921875,0,99,0,99,0.01,0.4082,0.4116,1.0,1.0,1.0,0.5474537037037037,0.5185546875,0.4082
W,3,90133,1.5,2.5,z,W,,0.2867099254986782,BF_2,0.7548828125,2.545637421960641,0.5645447377046752,0.1619068617986844,0.5625,0.9892578125,1.0,0.5209580838323353,0.509765625,0.2783203125,0,99,0,99,0.01,0.0004,0.001,1.0,1.0,1.0,0.7627314814814815,0.7548828125,0.0004
W,3,90133,1.5,2.5,z,W,,0.2867099254986782,BF_3,0.7509765625,2.2362087457901327,0.654392810934539,0.07205878856882053,0.5625,0.9990234375,1.0,0.50293542074364,0.501953125,0.2744140625,0,99,0,99,0.01,0.0004,0.0015,1.0,1.0,1.0,0.7511574074074074,0.7509765625,0.0004
W,3,90133,1.5,2.5,z,W,,0.2867099254986782,BF_4,0.75,2.544377920131093,0.6817993605835866,0.04465223891977299,0.59375,0.9990234375,1.0,0.5009784735812133,0.5,0.2734375,0,99,0,99,0.01,0.0003,0.0019,1.0,1.0,1.0,0.7488425925925926,0.75,0.0003
W,3,90133,1.5,2.5,z,W,,0.2867099254986782,N1,0.4765625,0.0,0.7264515995033596,0.0,0.4375,0.4765625,0.5,,,0.0,99,99,0,99,1.0,0.6269,0.9534,,,,0.4878472222222222,,
W,4,90134,1.5,2.5,z,W,,0.2975246335015621,rule #2.1,0.5029296875,0.16201444661912012,1.0722120309243697,-0.32988318222431534,0.5,0.515625,1.0,0.1875,0.005859375,0.0009765625,48,99,0,99,0.49,0.4853,0.4849,1.0,1.0,1.0,0.5046296296296297,0.5029296875,0.4853
W,4,90134,1.5,2.5,z,W,,0.2975246335015621,BF_1,0.5146484375,0.2143745421139165,0.9825567190873283,-0.240227870387274,0.5,0.5361328125,1.0,0.40540540540540543,0.029296875,0.0126953125,0,99,0,99,0.01,0.4223,0.4268,1.0,1.0,1.0,0.5115740740740741,0.5146484375,0.4223
W,4,90134,1.5,2.5,z,W,,0.2975246335015621,BF_2,0.7529296875,2.4569862207825697,0.6171049971467316,0.12522385155332272,0.5625,0.974609375,1.0,0.5329218106995884,0.505859375,0.2509765625,0,99,0,99,0.01,0.0003,0.001,1.0,1.0,1.0,0.7627314814814815,0.7529296875,0.0003
W,4,90134,1.5,2.5,z,W,,0.2975246335015621,BF_3,0.7578125,2.2985553242271126,0.6734437154641295,0.06888513323592482,0.625,0.986328125,1.0,0.5301204819277109,0.515625,0.255859375,0,99,0,99,0.01,0.0003,0.0006,1.0,1.0,1.0,0.7824074074074074,0.7578125,0.0003
W,4,90134,1.5,2.5,z,W,,0.2975246335015621,BF_4,0.728515625,1.2289252363111236,0.6693196932743644,0.07300915542568998,0.5625,0.9501953125,1.0,0.5075921908893709,0.45703125,0.2265625,0,99,0,99,0.01,0.0009,0.0027,3.0,3.0,1.0,0.7511574074074074,0.7646484375,0.0002
W,4,90134,1.5,2.5,z,W,,0.2975246335015621,N1,0.501953125,0.0,0.7423288487000543,0.0,0.53125,0.49609375,0.5,,,0.0,99,99,0,99,1.0,0.4912,0.4586,,,,0.5,,
M0.5,0,90140,0.5,0.0,z,R,,0.15164623888488343,rule #2.1,0.7353515625,0.5721485580322629,0.6882834634677776,0.12267851416087605,0.65625,0.98828125,1.0,0.482,0.470703125,0.2421875,0,99,0,99,0.01,0.0004,0.0001,3.0,3.0,1.0,0.71875,0.78564453125,0.0001
M0.5,0,90140,0.5,0.0,z,R,,0.15164623888488343,BF_1,0.736328125,0.5753711148537858,0.6836275222689012,0.1273344553597524,0.65625,0.9921875,1.0,0.4801587301587302,0.47265625,0.2431640625,0,99,0,99,0.01,0.0004,0.0001,3.0,3.0,1.0,0.7164351851851852,0.8095703125,0.0001
M0.5,0,90140,0.5,0.0,z,R,,0.15164623888488343,BF_2,0.4931640625,0.0,0.8109619776286536,0.0,0.5,0.99609375,1.0,-0.013779527559055118,-0.013671875,0.0,98,99,0,99,0.99,0.5468,0.6888,100.0,3.0,1.0,0.5046296296296297,0.8095703125,0.0001
M0.5,0,90140,0.5,0.0,z,R,,0.15164623888488343,BF_3,0.4931640625,0.0,0.8109619776286536,0.0,0.5,0.994140625,1.0,-0.01383399209486166,-0.013671875,0.0,99,99,0,99,1.0,0.5468,0.6888,100.0,3.0,1.0,0.5046296296296297,0.7392578125,0.0003
M0.5,0,90140,0.5,0.0,z,R,,0.15164623888488343,BF_4,0.4931640625,0.0,0.8109619776286536,0.0,0.5,0.9970703125,1.0,-0.0137524557956778,-0.013671875,0.0,99,99,0,99,1.0,0.5468,0.6888,100.0,3.0,1.0,0.5046296296296297,0.732421875,0.0002
M0.5,0,90140,0.5,0.0,z,R,,0.15164623888488343,N1,0.4931640625,0.0,0.8109619776286536,0.0,0.5,0.4951171875,0.5,,,0.0,99,99,0,99,1.0,0.5468,0.6888,,,,0.5046296296296297,,
M0.5,1,90141,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 1.0000 >= 0.90),0.136986301369863,rule #2.1,0.50048828125,0.0,0.8696722299818425,0.012203355245851588,0.5,1.0,1.0,0.0009765625,0.0009765625,0.00146484375,49,99,0,99,0.5,0.4998,0.4766,100.0,3.0,1.0,0.46875,0.5859375,0.1171
M0.5,1,90141,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 1.0000 >= 0.90),0.136986301369863,BF_1,0.4990234375,0.0,0.881875585227694,0.0,0.5,1.0,1.0,-0.001953125,-0.001953125,0.0,93,99,0,99,0.94,0.5115,0.5552,100.0,3.0,1.0,0.4681712962962963,0.611328125,0.0616
M0.5,1,90141,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 1.0000 >= 0.90),0.136986301369863,BF_2,0.4990234375,0.0,0.881875585227694,0.0,0.5,1.0,1.0,-0.001953125,-0.001953125,0.0,99,99,0,99,1.0,0.5115,0.5552,100.0,3.0,1.0,0.4681712962962963,0.591796875,0.1052
M0.5,1,90141,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 1.0000 >= 0.90),0.136986301369863,BF_3,0.56640625,0.19761591971944736,0.8562903611797096,0.025585224047984467,0.5625,1.0,1.0,0.1328125,0.1328125,0.0673828125,0,99,0,99,0.01,0.1818,0.0231,3.0,3.0,1.0,0.5370370370370371,0.5849609375,0.1238
M0.5,1,90141,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 1.0000 >= 0.90),0.136986301369863,BF_4,0.5634765625,0.20049777368854071,0.8568457409673427,0.025029844260351375,0.53125,1.0,1.0,0.126953125,0.126953125,0.064453125,0,99,0,99,0.01,0.1935,0.0308,3.0,3.0,1.0,0.5300925925925926,0.5810546875,0.1371
M0.5,1,90141,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 1.0000 >= 0.90),0.136986301369863,N1,0.4990234375,0.0,0.881875585227694,0.0,0.5,0.49609375,0.5,,,0.0,99,99,0,99,1.0,0.5115,0.5552,,,,0.4681712962962963,,
M0.5,2,90142,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 0.9893 >= 0.90),0.14203316510454217,rule #2.1,0.53076171875,0.11348041443137724,0.8817051477987066,0.023608972052022614,0.5625,0.9892578125,1.0,0.06287425149700598,0.0615234375,0.03173828125,0,99,0,99,0.01,0.3425,0.1306,3.0,3.0,1.0,0.49710648148148145,0.5498046875,0.2516
M0.5,2,90142,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 0.9893 >= 0.90),0.14203316510454217,BF_1,0.5283203125,0.11050881280472069,0.8827577058538736,0.022556413996855595,0.5625,0.990234375,1.0,0.05776892430278884,0.056640625,0.029296875,1,99,0,99,0.02,0.356,0.1491,3.0,3.0,1.0,0.49189814814814814,0.5419921875,0.2884
M0.5,2,90142,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 0.9893 >= 0.90),0.14203316510454217,BF_2,0.4990234375,0.0,0.9053141198507292,0.0,0.5,0.99609375,1.0,-0.001968503937007874,-0.001953125,0.0,97,99,0,99,0.98,0.514,0.5302,100.0,3.0,1.0,0.45601851851851855,0.515625,0.4181
M0.5,2,90142,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 0.9893 >= 0.90),0.14203316510454217,BF_3,0.4990234375,0.0,0.9053141198507292,0.0,0.5,0.9951171875,1.0,-0.0019723865877712033,-0.001953125,0.0,98,99,0,99,0.99,0.514,0.5302,100.0,3.0,1.0,0.45601851851851855,0.5068359375,0.4666
M0.5,2,90142,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 0.9893 >= 0.90),0.14203316510454217,BF_4,0.4990234375,0.0,0.9053141198507292,0.0,0.5,0.9951171875,1.0,-0.0019723865877712033,-0.001953125,0.0,98,99,0,99,0.99,0.514,0.5302,100.0,3.0,1.0,0.45601851851851855,0.6103515625,0.0656
M0.5,2,90142,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 0.9893 >= 0.90),0.14203316510454217,N1,0.4990234375,0.0,0.9053141198507292,0.0,0.5,0.5146484375,0.5,-0.06666666666666667,,0.0,99,99,0,99,1.0,0.514,0.5302,,,,0.45601851851851855,,
M0.5,3,90143,0.5,0.0,z,G,orthogonal (rule #2.1's ceiling_full = 0.5327 < 0.90),0.15332852679644315,rule #2.1,0.5283203125,0.0,0.7784965157939767,0.01311392926790722,0.53125,0.53271484375,1.0,0.8656716417910447,0.056640625,0.001953125,44,99,0,99,0.45,0.359,0.0466,100.0,100.0,1.0,0.5254629629629629,0.5068359375,0.4709
M0.5,3,90143,0.5,0.0,z,G,orthogonal (rule #2.1's ceiling_full = 0.5327 < 0.90),0.15332852679644315,BF_1,0.5263671875,0.0,0.7916104450618839,0.0,0.53125,0.537109375,1.0,0.7105263157894737,0.052734375,0.0,97,99,0,99,0.98,0.3699,0.0709,100.0,100.0,1.0,0.5277777777777778,0.4853515625,0.583
M0.5,3,90143,0.5,0.0,z,G,orthogonal (rule #2.1's ceiling_full = 0.5327 < 0.90),0.15332852679644315,BF_2,0.5263671875,0.0,0.7916104450618839,0.0,0.53125,0.537109375,1.0,0.7105263157894737,0.052734375,0.0,99,99,0,99,1.0,0.3699,0.0709,100.0,100.0,1.0,0.5277777777777778,0.4638671875,0.6974
M0.5,3,90143,0.5,0.0,z,G,orthogonal (rule #2.1's ceiling_full = 0.5327 < 0.90),0.15332852679644315,BF_3,0.5263671875,0.0,0.7916104450618839,0.0,0.53125,0.537109375,1.0,0.7105263157894737,0.052734375,0.0,99,99,0,99,1.0,0.3699,0.0709,100.0,100.0,1.0,0.5277777777777778,0.4423828125,0.7939
M0.5,3,90143,0.5,0.0,z,G,orthogonal (rule #2.1's ceiling_full = 0.5327 < 0.90),0.15332852679644315,BF_4,0.4892578125,-0.09436625038064139,0.8401958488457907,-0.048585403783906744,0.59375,0.96875,1.0,-0.022916666666666665,-0.021484375,-0.037109375,99,99,0,99,1.0,0.5732,0.5923,3.0,3.0,1.0,0.47337962962962965,0.46484375,0.6956
M0.5,3,90143,0.5,0.0,z,G,orthogonal (rule #2.1's ceiling_full = 0.5327 < 0.90),0.15332852679644315,N1,0.5263671875,0.0,0.7916104450618839,0.0,0.53125,0.537109375,0.5,0.7105263157894737,,0.0,99,99,0,99,1.0,0.3699,0.0709,,,,0.5277777777777778,,
M0.5,4,90144,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 0.9990 >= 0.90),0.1506849315068493,rule #2.1,0.490234375,0.0,0.8582171526539453,-0.000479387390888375,0.46875,0.9990234375,1.0,-0.019569471624266144,-0.01953125,0.0,43,99,0,99,0.44,0.5525,0.7962,100.0,3.0,1.0,0.48842592592592593,0.48046875,0.6114
M0.5,4,90144,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 0.9990 >= 0.90),0.1506849315068493,BF_1,0.490234375,0.0,0.8577377652630569,0.0,0.5,0.998046875,1.0,-0.0196078431372549,-0.01953125,0.0,97,99,0,99,0.98,0.5518,0.8017,100.0,3.0,1.0,0.4837962962962963,0.4482421875,0.7639
M0.5,4,90144,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 0.9990 >= 0.90),0.1506849315068493,BF_2,0.498046875,0.008247299022172028,0.880721611026757,-0.02298384576370005,0.46875,0.9970703125,1.0,-0.003929273084479371,-0.00390625,0.0078125,0,99,0,99,0.01,0.5223,0.5271,3.0,3.0,1.0,0.4849537037037037,0.50390625,0.4872
M0.5,4,90144,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 0.9990 >= 0.90),0.1506849315068493,BF_3,0.5537109375,0.12812431082663278,0.8574671424557652,0.0002706228072917316,0.59375,0.998046875,1.0,0.10784313725490197,0.107421875,0.0634765625,0,99,0,99,0.01,0.238,0.099,3.0,3.0,1.0,0.5416666666666666,0.57421875,0.1636
M0.5,4,90144,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 0.9990 >= 0.90),0.1506849315068493,BF_4,0.490234375,0.0,0.8577377652630569,0.0,0.5,0.9921875,1.0,-0.01984126984126984,-0.01953125,0.0,98,99,0,99,0.99,0.5518,0.8017,100.0,3.0,1.0,0.4837962962962963,0.59765625,0.0918
M0.5,4,90144,0.5,0.0,z,G,no information (rule #2.1's ceiling_full = 0.9990 >= 0.90),0.1506849315068493,N1,0.490234375,0.0,0.8577377652630569,0.0,0.5,0.4921875,0.5,,,0.0,99,99,0,99,1.0,0.5518,0.8017,,,,0.4837962962962963,,
M1.0,0,90150,1.0,0.0,z,R,,0.16870944484498918,rule #2.1,0.9697265625,1.7906119721513967,0.4941030573000837,0.33028210645678097,0.9375,1.0,1.0,0.939453125,0.939453125,0.4619140625,0,99,0,99,0.01,0.0001,0.0001,1.0,1.0,1.0,0.9652777777777778,0.9697265625,0.0001
M1.0,0,90150,1.0,0.0,z,R,,0.16870944484498918,BF_1,0.96875,1.5470766865309324,0.5082342506581922,0.3161509130986725,0.9375,1.0,1.0,0.9375,0.9375,0.4609375,0,99,0,99,0.01,0.0001,0.0001,1.0,1.0,1.0,0.9652777777777778,0.96875,0.0001
M1.0,0,90150,1.0,0.0,z,R,,0.16870944484498918,BF_2,0.8876953125,1.0120654119345174,0.6066191169226354,0.2177660468342293,0.8125,0.9990234375,1.0,0.776908023483366,0.775390625,0.3798828125,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8831018518518519,0.9072265625,0.0001
M1.0,0,90150,1.0,0.0,z,R,,0.16870944484498918,BF_3,0.853515625,0.9836026514002106,0.6208776021742259,0.20350756158263872,0.75,1.0,1.0,0.70703125,0.70703125,0.345703125,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8449074074074074,0.8310546875,0.0001
M1.0,0,90150,1.0,0.0,z,R,,0.16870944484498918,BF_4,0.8564453125,0.9824527636313132,0.6248202506164844,0.19956491314038027,0.75,0.9990234375,1.0,0.7142857142857143,0.712890625,0.3486328125,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8553240740740741,0.802734375,0.0001
M1.0,0,90150,1.0,0.0,z,R,,0.16870944484498918,N1,0.5078125,0.0,0.8243851637568647,0.0,0.5625,0.50390625,0.5,2.0,,0.0,99,99,0,99,1.0,0.4656,0.3585,,,,0.5075231481481481,,
M1.0,1,90151,1.0,0.0,z,R,,0.17159336697909156,rule #2.1,0.9541015625,1.748756612495908,0.49749372403253245,0.3005973263771513,0.875,1.0,1.0,0.908203125,0.908203125,0.4482421875,0,99,0,99,0.01,0.0001,0.0001,1.0,1.0,1.0,0.9618055555555556,0.9541015625,0.0001
M1.0,1,90151,1.0,0.0,z,R,,0.17159336697909156,BF_1,0.97265625,1.585378281510354,0.4824681780653709,0.31562287234431285,0.875,1.0,1.0,0.9453125,0.9453125,0.466796875,0,99,0,99,0.01,0.0001,0.0001,1.0,1.0,1.0,0.9791666666666666,0.97265625,0.0001
M1.0,1,90151,1.0,0.0,z,R,,0.17159336697909156,BF_2,0.9306640625,1.0756777445591152,0.5668051628212365,0.23128588758844726,0.875,1.0,1.0,0.861328125,0.861328125,0.4248046875,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.9444444444444444,0.9697265625,0.0001
M1.0,1,90151,1.0,0.0,z,R,,0.17159336697909156,BF_3,0.8984375,1.08625919612006,0.572668328539455,0.22542272187022871,0.8125,1.0,1.0,0.796875,0.796875,0.392578125,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.9282407407407407,0.896484375,0.0001
M1.0,1,90151,1.0,0.0,z,R,,0.17159336697909156,BF_4,0.8779296875,1.0219386387914353,0.5921963220038611,0.20589472840582268,0.8125,1.0,1.0,0.755859375,0.755859375,0.3720703125,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.9027777777777778,0.822265625,0.0001
M1.0,1,90151,1.0,0.0,z,R,,0.17159336697909156,N1,0.505859375,0.0,0.7980910504096838,0.0,0.46875,0.5029296875,0.5,2.0,,0.0,99,99,0,99,1.0,0.4717,0.3377,,,,0.5451388888888888,,
M1.0,2,90152,1.0,0.0,z,R,,0.16342225426580148,rule #2.1,0.85546875,1.014915245534056,0.6171263394109453,0.21614845035457542,0.78125,1.0,1.0,0.7109375,0.7109375,0.3486328125,0,99,0,99,0.01,0.0001,0.0001,3.0,1.0,1.0,0.8495370370370371,0.9443359375,0.0001
M1.0,2,90152,1.0,0.0,z,R,,0.16342225426580148,BF_1,0.8525390625,1.0665371050322188,0.6090123351017918,0.22426245466372896,0.8125,0.998046875,1.0,0.707843137254902,0.705078125,0.345703125,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8391203703703703,0.939453125,0.0001
M1.0,2,90152,1.0,0.0,z,R,,0.16342225426580148,BF_2,0.82421875,1.0302868836411847,0.6199536862743511,0.21332110349116962,0.75,0.9990234375,1.0,0.649706457925636,0.6484375,0.3173828125,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8148148148148148,0.8818359375,0.0001
M1.0,2,90152,1.0,0.0,z,R,,0.16342225426580148,BF_3,0.7978515625,1.049504043741567,0.6296689506401089,0.20360583912541186,0.71875,0.9990234375,1.0,0.5968688845401174,0.595703125,0.291015625,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.7824074074074074,0.8564453125,0.0001
M1.0,2,90152,1.0,0.0,z,R,,0.16342225426580148,BF_4,0.7998046875,1.0935158973954326,0.6292785516321093,0.2039962381334114,0.71875,1.0,1.0,0.599609375,0.599609375,0.29296875,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.7881944444444444,0.8466796875,0.0001
M1.0,2,90152,1.0,0.0,z,R,,0.16342225426580148,N1,0.5068359375,0.0,0.8332747897655207,0.0,0.46875,0.5068359375,0.5,1.0,,0.0,99,99,0,99,1.0,0.4498,0.3558,,,,0.5052083333333334,,
M1.0,3,90153,1.0,0.0,z,R,,0.1682287911559721,rule #2.1,0.9736328125,1.8415983918781653,0.46442489684286575,0.3137829096346508,0.875,1.0,1.0,0.947265625,0.947265625,0.4599609375,0,99,0,99,0.01,0.0001,0.0001,1.0,1.0,1.0,0.96875,0.9736328125,0.0001
